y_true,probability,prediction
0,0.5278266933259639,1
0,0.14935965635760096,0
0,0.08063891406162786,0
0,0.29631114428559796,0
0,0.05624056054912286,0
1,0.8788944148987238,1
0,0.7571735489529321,1
1,0.9648375320097483,1
0,0.20316877002382686,0
1,0.8175783513062176,1
0,0.829233749005386,1
1,0.982189493894235,1
0,0.13968011785314866,0
0,0.015184075533875125,0
1,0.6182787076349027,1
1,0.9451135167636763,1
0,0.009757617686618621,0
1,0.8919681975751005,1
1,0.8139449878339452,1
0,0.010275164651789293,0
0,0.16638524573347507,0
0,0.3392190300342188,0
0,0.004159582827202083,0
1,0.9995799921960352,1
0,0.11144066835366806,0
0,0.010898633375369726,0
1,0.7751264803232661,1
0,0.10756759190841905,0
0,0.10404456851019334,0
0,0.05245655861506397,0
0,0.24351299265594356,0
0,0.028605319072508392,0
0,0.6337662207292876,1
0,0.33461380727630624,0
0,0.004422706125457412,0
0,0.7597662244507032,1
1,0.8904196489885857,1
0,0.7216635850131239,1
0,0.09226556800872306,0
0,0.031209164004672205,0
1,0.5263583702582333,1
0,0.0425263793238528,0
0,0.04231651590609726,0
0,0.018457525249411487,0
0,0.006222606049050305,0
0,0.38931051280922485,0
1,0.8552577477966492,1
0,0.038469731836269165,0
0,0.008790965063671944,0
0,0.051798616322976734,0
1,0.8599456379558916,1
0,0.7082080362473209,1
0,0.10175354316885708,0
0,0.03085678400220991,0
0,0.4117521578715102,0
0,0.45854931187918097,0
0,0.00432675470900363,0
0,0.032905172908836565,0
0,0.6305094241917558,1
0,0.1420203125809337,0
0,0.005425144050670793,0
1,0.43949601513797903,0
0,0.34304560806387424,0
0,0.12393547076809948,0
1,0.869396103569667,1
0,0.2796562551559956,0
0,2.8398041581141564e-05,0
0,0.611063702906295,1
0,0.005508093731623869,0
0,0.10598957144477363,0
0,0.8195702137169019,1
0,0.06915766328222721,0
0,0.30649035664296015,0
0,0.026401717575991204,0
0,0.8643173141931061,1
0,0.30542878729185624,0
0,0.056613930612779625,0
1,0.9994618944853454,1
0,0.08175501939750024,0
1,0.8660483993258355,1
0,0.000244523239405787,0
1,0.783459978201405,1
0,0.3410192848521756,0
0,0.4538164644680375,0
0,0.03688478910645371,0
1,0.6088531212683537,1
0,0.08023015287434002,0
0,0.0051987471637402125,0
1,0.9888625019148592,1
0,0.7118067215440559,1
0,0.08266971568219694,0
0,0.017658195402135247,0
0,0.07995151631806204,0
1,0.9764458088691093,1
0,0.7121048908030273,1
0,0.5964451660628735,1
1,0.6973125058760712,1
0,0.005122308076677053,0
0,0.913358091883595,1
0,0.10502860121022953,0
1,0.9451083724899515,1
0,0.8846691297358875,1
0,0.26019288931411283,0
0,0.17061373385397524,0
0,0.0036022037376336807,0
0,0.6814274902560522,1
0,0.08317313690498272,0
0,0.1019701288926909,0
0,0.10470164247503023,0
0,0.0015129054786216284,0
0,0.7355679260140973,1
0,0.8656961925099574,1
0,0.11274472285659869,0
0,0.25172945684073883,0
1,0.5480306931302127,1
1,0.9588167413146591,1
0,0.9670797642640702,1
0,0.04081044829609402,0
0,0.02575748210597011,0
